company_size,pricing_views,email_opens,industry,title,converted
3145,9,9,Retail,Manager,1
905,10,11,Finance,VP,1
1726,6,9,SaaS,Director,1
4038,0,3,SaaS,CEO,0
4310,6,9,Retail,Director,1
1455,5,5,Finance,Director,1
3995,2,3,Retail,Coordinator,0
1751,2,6,SaaS,Director,0
1581,4,13,Retail,Coordinator,0
904,10,5,SaaS,VP,1
712,6,3,Healthcare,Manager,0
2812,0,7,Retail,CEO,0
835,0,1,Healthcare,Manager,0
4781,0,3,Finance,Coordinator,0
69,6,8,Retail,CEO,1
2770,9,13,Healthcare,VP,1
2820,5,7,Healthcare,CEO,1
3110,9,1,Healthcare,VP,1
830,0,14,Retail,Director,1
220,9,3,Manufacturing,VP,1
2046,5,14,Manufacturing,CEO,1
4228,6,6,SaaS,VP,1
146,10,11,SaaS,VP,1
3649,3,15,Retail,Coordinator,0
676,5,13,Retail,Manager,0
3162,4,6,Finance,Coordinator,0
4694,8,1,Finance,CEO,1
723,4,14,Finance,CEO,1
957,7,7,Finance,Director,1
1406,10,2,SaaS,CEO,1
249,2,10,Retail,VP,1
1815,4,15,SaaS,Director,1
4388,10,15,SaaS,VP,1
1843,9,2,Healthcare,CEO,1
3136,10,13,Finance,Director,1
2132,1,9,SaaS,Manager,0
740,5,6,SaaS,Coordinator,0
3022,2,10,Retail,Coordinator,0
23,4,1,Manufacturing,Coordinator,0
1565,6,13,Healthcare,VP,1
1044,8,7,SaaS,CEO,1
85,8,14,Healthcare,Director,1
2441,3,15,Retail,Director,1
4937,4,4,SaaS,Coordinator,0
2632,4,3,Healthcare,Coordinator,0
3928,10,6,Retail,VP,1
3095,0,10,Finance,Director,0
1853,0,5,Retail,CEO,0
2460,10,5,SaaS,Coordinator,0
3223,5,13,Retail,VP,1
3216,6,2,Manufacturing,VP,1
2323,3,12,SaaS,Director,1
2659,9,1,Healthcare,CEO,1
1350,9,4,Retail,CEO,1
2394,2,6,Finance,Director,0
84,5,3,Finance,CEO,0
3508,10,5,SaaS,Manager,0
2922,7,5,SaaS,Manager,0
4232,10,10,Manufacturing,CEO,1
1227,10,12,Finance,Manager,1
983,3,12,Retail,VP,1
4893,2,12,SaaS,CEO,1
3140,4,14,Healthcare,Manager,0
993,1,2,SaaS,CEO,0
4185,3,0,Manufacturing,Coordinator,0
4700,7,8,SaaS,Coordinator,0
1493,6,15,Retail,VP,1
4691,2,3,Healthcare,Manager,0
4413,2,12,SaaS,CEO,1
4565,8,15,SaaS,Coordinator,1
4800,8,3,Finance,Manager,0
1490,9,5,SaaS,Coordinator,0
3673,5,3,SaaS,Director,0
4721,3,5,SaaS,Coordinator,0
2113,0,2,SaaS,Coordinator,0
2455,5,5,Retail,Manager,0
2044,4,1,Manufacturing,VP,0
4385,7,4,Manufacturing,CEO,1
2573,8,11,Manufacturing,Coordinator,1
4192,3,3,SaaS,Director,0
310,3,4,Healthcare,Director,0
1109,9,6,Manufacturing,VP,1
2282,2,13,SaaS,Coordinator,0
2098,4,12,Finance,CEO,1
3746,1,8,Retail,Director,0
4400,3,2,Healthcare,Director,0
3058,9,5,Retail,Director,1
2601,6,12,SaaS,Coordinator,0
2037,1,8,SaaS,Coordinator,0
911,10,13,SaaS,VP,1
738,5,10,Healthcare,Director,1
1859,4,0,SaaS,CEO,0
1830,6,3,SaaS,Director,1
4322,4,15,SaaS,Coordinator,1
2868,9,9,Manufacturing,VP,1
4986,1,1,Finance,VP,0
3201,2,11,Manufacturing,Coordinator,0
4881,6,15,Manufacturing,Director,1
2132,0,4,Finance,Director,0
3113,9,8,SaaS,VP,1
2050,10,13,Retail,Director,1
3605,5,14,Manufacturing,VP,1
2269,6,7,Healthcare,Manager,0
2513,6,10,SaaS,Manager,0
638,3,2,Finance,Coordinator,0
480,1,9,Manufacturing,CEO,0
97,6,4,Retail,CEO,1
4228,10,3,Retail,Manager,0
1567,0,13,Manufacturing,VP,1
2010,10,1,Manufacturing,CEO,1
1390,10,7,Finance,Manager,1
3016,2,11,SaaS,CEO,1
4069,6,5,Healthcare,Manager,0
2778,10,7,Manufacturing,Manager,1
2386,4,15,Healthcare,VP,1
1755,0,12,Finance,VP,1
4233,0,14,Manufacturing,CEO,1
481,5,0,Manufacturing,CEO,0
2701,4,11,SaaS,Manager,0
2874,2,12,Healthcare,Manager,0
840,6,15,Finance,Manager,1
4344,8,4,Retail,Manager,0
4002,0,4,Healthcare,Director,0
3865,6,11,Healthcare,VP,1
3518,2,8,SaaS,CEO,1
3609,2,4,Healthcare,CEO,0
57,5,6,SaaS,Director,1
2343,0,4,Retail,CEO,0
2723,0,5,Finance,CEO,0
2187,1,13,Retail,Coordinator,0
4069,10,4,Healthcare,CEO,1
4121,6,4,SaaS,Manager,0
183,2,4,Healthcare,Coordinator,0
121,10,7,SaaS,VP,1
3529,9,0,Retail,CEO,1
2381,4,15,SaaS,CEO,1
2039,9,4,Manufacturing,Director,1
2053,4,3,Healthcare,Director,0
3525,3,15,SaaS,Coordinator,0
1494,3,4,Finance,Manager,0
1093,6,1,Healthcare,Director,0
1207,6,0,Manufacturing,Director,0
754,0,12,Retail,Coordinator,0
2520,10,7,Finance,VP,1
3500,7,1,Manufacturing,CEO,1
433,4,3,Healthcare,VP,0
2308,5,13,Finance,VP,1
399,2,1,SaaS,Manager,0
2644,3,9,Retail,VP,1
4978,1,13,Finance,VP,1
4034,5,10,Healthcare,Manager,0
803,10,0,Manufacturing,Director,1
2723,5,11,Manufacturing,Coordinator,0
4963,5,7,Healthcare,Director,1
4796,6,2,SaaS,Director,1
4940,1,1,Manufacturing,Director,0
1590,7,3,SaaS,Coordinator,0
2819,4,15,Finance,Coordinator,0
1268,0,4,Finance,CEO,0
4519,4,11,Healthcare,CEO,1
971,6,2,Retail,CEO,0
4300,8,0,Finance,Coordinator,0
2255,2,9,SaaS,Coordinator,0
508,3,12,Retail,Coordinator,0
4216,1,5,Retail,Coordinator,0
3156,8,12,Retail,Coordinator,1
2234,3,5,SaaS,Director,0
4694,3,0,Manufacturing,CEO,0
4137,8,8,Healthcare,Director,1
2437,4,3,Finance,Director,0
383,8,7,Healthcare,Manager,0
1223,4,4,Healthcare,Manager,0
2049,3,3,SaaS,VP,0
4967,5,10,SaaS,Coordinator,0
2173,2,13,Manufacturing,VP,1
2669,0,0,Healthcare,Director,0
2301,2,8,SaaS,Coordinator,0
4788,1,12,Healthcare,Coordinator,0
4522,3,14,Finance,VP,1
2211,3,12,Finance,CEO,1
1908,6,11,Finance,CEO,1
777,7,5,Retail,Director,1
1452,3,15,Finance,VP,1
182,4,5,Finance,CEO,0
4989,3,2,Finance,Manager,0
3503,3,14,Retail,Manager,0
4325,2,0,Manufacturing,Manager,0
3105,6,0,SaaS,Manager,0
368,2,7,SaaS,VP,0
1178,10,0,SaaS,Manager,0
4453,5,2,Finance,Director,0
3945,9,14,Finance,VP,1
2727,7,4,Finance,Manager,0
4462,4,3,SaaS,Manager,0
852,8,9,SaaS,Coordinator,0
3412,2,0,Finance,Manager,0
1866,6,12,Finance,VP,1
2359,3,12,SaaS,CEO,1
1399,1,7,SaaS,VP,0
2937,1,10,SaaS,VP,1
704,0,4,Finance,CEO,0
4355,5,5,Retail,Director,1
2480,9,9,Healthcare,Manager,1
2230,7,11,Healthcare,Manager,1
27,2,4,Healthcare,Director,0
3209,7,15,SaaS,Manager,1
4743,6,8,Finance,Manager,0
2656,2,5,Retail,VP,0
2625,7,13,Retail,CEO,1
4939,10,10,Finance,Director,1
3149,6,15,Manufacturing,Coordinator,1
4045,8,7,Retail,Manager,0
4769,6,7,SaaS,Director,1
2973,0,6,SaaS,VP,0
4584,7,4,SaaS,Manager,0
2871,5,4,Healthcare,CEO,1
1190,8,13,Finance,Director,1
1849,0,4,SaaS,Director,0
3102,0,13,Healthcare,Manager,0
878,10,2,Retail,Coordinator,0
1305,0,4,Healthcare,Director,0
657,3,2,SaaS,Coordinator,0
3421,2,5,Retail,Director,0
4330,4,15,Retail,VP,1
3647,10,0,Healthcare,Manager,0
1287,0,1,Manufacturing,Director,0
4132,2,0,Retail,CEO,0
3731,8,8,Manufacturing,Coordinator,0
2517,3,13,Finance,VP,1
763,8,12,Finance,Director,1
3290,9,1,Finance,CEO,1
1514,8,2,Retail,CEO,1
2575,10,12,Retail,Director,1
457,5,13,Finance,VP,1
898,1,2,Healthcare,Coordinator,0
2758,0,7,Healthcare,Director,0
4446,1,2,Finance,Coordinator,0
99,4,6,Manufacturing,Director,0
275,3,8,SaaS,Coordinator,0
4636,0,15,SaaS,Manager,0
2587,1,9,SaaS,VP,0
2323,6,6,Healthcare,CEO,1
2925,2,3,Healthcare,CEO,0
4135,1,4,SaaS,Coordinator,0
3140,7,1,Healthcare,Director,1
1251,10,14,SaaS,Manager,1
1907,3,4,Finance,Coordinator,0
4239,9,10,Retail,Director,1
2787,4,11,Manufacturing,CEO,1
337,10,12,Finance,Director,1
4981,1,4,Manufacturing,CEO,0
807,0,4,Healthcare,Coordinator,0
724,7,3,Retail,VP,1
1400,4,5,SaaS,VP,0
4732,5,11,SaaS,Manager,0
1477,7,8,Retail,VP,1
3631,10,4,SaaS,Coordinator,0
4009,0,11,Healthcare,CEO,1
3360,9,4,Retail,VP,1
4208,9,10,Healthcare,Manager,1
3394,8,14,Healthcare,Manager,1
477,3,0,Finance,Manager,0
2391,6,5,Manufacturing,CEO,1
607,3,12,Retail,Manager,0
2868,7,14,Manufacturing,CEO,1
903,1,5,SaaS,CEO,0
3558,3,12,Healthcare,Manager,0
2609,5,15,Finance,CEO,1
946,4,14,SaaS,Coordinator,0
1285,7,4,Finance,VP,1
4664,0,12,SaaS,VP,1
3533,7,6,SaaS,Director,1
197,10,13,Healthcare,VP,1
1452,1,4,SaaS,VP,0
3328,1,9,Retail,CEO,0
4308,3,8,Finance,Manager,0
767,6,10,Healthcare,Director,1
1636,5,13,Retail,CEO,1
4396,2,13,Healthcare,Coordinator,0
3197,0,6,SaaS,Coordinator,0
1194,5,10,SaaS,Director,1
3767,2,15,Healthcare,Manager,0
3339,4,0,Retail,Director,0
3690,10,3,SaaS,Director,1
1547,6,5,Manufacturing,CEO,1
1780,5,6,Finance,Coordinator,0
127,5,11,SaaS,VP,1
2524,8,3,Retail,CEO,1
3401,6,11,Healthcare,Coordinator,0
3498,8,10,SaaS,Director,1
3768,6,11,Finance,Coordinator,0
4883,2,13,Retail,VP,1
3593,10,9,Manufacturing,Manager,1
727,1,2,SaaS,Coordinator,0
3379,1,15,Manufacturing,Coordinator,0
826,10,14,Manufacturing,Coordinator,1
277,10,9,Retail,Director,1
1835,7,12,SaaS,Director,1
3856,1,11,Retail,CEO,1
3252,0,11,Finance,Coordinator,0
2333,4,8,Healthcare,CEO,1
1988,0,13,SaaS,Manager,0
225,2,11,Manufacturing,Coordinator,0
2610,5,5,Manufacturing,CEO,1
1991,8,12,Finance,Coordinator,1
3232,0,13,Finance,CEO,1
1433,6,10,Manufacturing,Director,1
3593,3,3,Finance,Coordinator,0
979,10,12,Healthcare,Coordinator,1
1312,5,6,SaaS,Manager,0
220,6,0,Manufacturing,Director,0
237,9,2,Manufacturing,CEO,1
217,2,14,Healthcare,Director,1
1973,10,7,Healthcare,Director,1
4396,3,12,Healthcare,Manager,0
2262,1,4,SaaS,Coordinator,0
857,1,14,Manufacturing,Manager,0
887,2,9,Healthcare,Director,0
770,1,15,Healthcare,Director,1
3211,1,15,SaaS,CEO,1
612,7,2,Finance,CEO,1
3084,5,14,Finance,Director,1
2457,0,5,Manufacturing,Coordinator,0
267,1,10,Healthcare,CEO,0
4925,8,0,Finance,Coordinator,0
2094,1,6,Manufacturing,Manager,0
4400,0,4,Finance,VP,0
950,3,0,Healthcare,Director,0
1810,1,4,Healthcare,VP,0
3955,3,2,Healthcare,Coordinator,0
2421,7,15,Retail,Coordinator,1
3286,3,8,Finance,Director,1
2312,6,3,Manufacturing,Coordinator,0
2562,2,6,Retail,CEO,0
3664,6,8,Healthcare,Coordinator,0
891,9,12,Retail,Director,1
4656,5,11,SaaS,CEO,1
1380,0,8,Manufacturing,CEO,0
2414,9,11,Retail,Manager,1
949,2,10,Retail,Director,1
2940,3,2,Finance,VP,0
3057,2,10,SaaS,Manager,0
2619,0,10,Finance,CEO,0
4658,5,7,Manufacturing,Manager,0
3168,4,6,Manufacturing,Director,1
853,8,8,Manufacturing,Manager,0
4711,10,13,Retail,VP,1
2632,3,6,SaaS,CEO,0
4094,0,8,Retail,Manager,0
1026,7,5,Manufacturing,VP,1
4852,6,7,Manufacturing,Manager,0
2345,0,0,Retail,VP,0
1083,6,1,Manufacturing,Coordinator,0
330,5,0,SaaS,CEO,0
789,6,9,Healthcare,VP,1
2842,6,2,Manufacturing,VP,0
4055,9,1,Retail,VP,1
3733,7,3,Healthcare,Coordinator,0
851,0,7,SaaS,Manager,0
1146,1,10,Retail,Director,0
1404,1,6,Healthcare,Coordinator,0
50,0,8,SaaS,Manager,0
403,4,2,Healthcare,VP,0
3119,4,5,Finance,Coordinator,0
3784,1,4,Healthcare,Director,0
4795,6,14,SaaS,Coordinator,1
4332,3,15,Retail,VP,1
2647,7,7,SaaS,VP,1
2436,1,11,Manufacturing,Director,1
1696,1,2,Retail,Manager,0
1750,0,6,Retail,CEO,0
1549,7,3,Healthcare,Director,1
4847,8,10,Healthcare,CEO,1
1271,8,3,Finance,Director,1
2988,6,14,Manufacturing,Coordinator,1
1673,6,6,SaaS,VP,1
3475,2,9,Manufacturing,Manager,0
1216,7,3,SaaS,Director,1
145,7,5,Healthcare,Manager,0
3911,10,14,Healthcare,VP,1
979,8,2,Healthcare,CEO,1
1747,2,12,Manufacturing,CEO,1
4170,5,1,Retail,VP,0
3039,1,1,Retail,CEO,0
1598,4,6,Retail,Director,1
4876,4,15,Manufacturing,CEO,1
904,10,1,Finance,Manager,0
1808,1,1,SaaS,Coordinator,0
2190,3,2,Manufacturing,Manager,0
2266,3,12,Retail,CEO,1
839,3,8,Retail,Director,1
1411,3,11,Healthcare,Coordinator,0
2369,0,3,Finance,Coordinator,0
3915,4,7,Finance,VP,1
578,2,5,Healthcare,CEO,0
1171,0,15,Retail,VP,1
180,2,8,SaaS,Director,0
89,9,11,Retail,Coordinator,1
18,7,7,Retail,Manager,0
380,0,9,Finance,Coordinator,0
4131,2,4,SaaS,Manager,0
2505,5,14,Retail,VP,1
4480,4,15,Healthcare,VP,1
3768,0,11,Healthcare,VP,1
4252,10,15,SaaS,VP,1
4264,10,0,Finance,CEO,1
1814,10,4,Healthcare,CEO,1
263,3,13,Healthcare,Director,1
741,3,12,SaaS,VP,1
4473,7,5,Healthcare,VP,1
2723,6,13,Healthcare,VP,1
1571,0,10,Manufacturing,Manager,0
3560,7,11,Healthcare,Manager,1
78,7,4,Retail,Director,1
4295,4,5,Healthcare,CEO,1
2371,1,9,SaaS,CEO,0
345,3,9,Manufacturing,Manager,0
445,7,9,SaaS,CEO,1
2895,10,0,SaaS,VP,1
1138,5,9,Manufacturing,Coordinator,0
1280,1,8,Finance,Director,0
3549,9,2,Healthcare,Director,1
273,7,11,Finance,CEO,1
3471,6,3,Healthcare,VP,1
4900,4,5,Manufacturing,CEO,1
2651,9,4,Finance,VP,1
1121,6,6,Healthcare,VP,1
711,4,14,Manufacturing,Director,1
3089,6,3,Finance,Coordinator,0
3630,5,11,Retail,VP,1
3513,7,13,Retail,CEO,1
236,8,0,Retail,Manager,0
1161,9,9,Finance,Coordinator,1
4205,5,4,Manufacturing,Coordinator,0
4643,4,1,Retail,Director,0
3310,10,0,Retail,Coordinator,0
3780,0,2,SaaS,VP,0
886,5,3,Healthcare,Coordinator,0
3954,5,1,SaaS,Coordinator,0
4194,0,6,Manufacturing,Director,0
4614,7,4,Finance,Director,1
2474,10,9,SaaS,CEO,1
1654,1,2,SaaS,Director,0
4956,1,3,Finance,Director,0
858,7,0,Manufacturing,CEO,0
3210,0,3,Healthcare,CEO,0
3972,2,7,Manufacturing,VP,0
3607,10,3,Retail,Director,1
187,2,4,Finance,Director,0
4200,8,6,Retail,CEO,1
2385,4,3,Manufacturing,CEO,0
3019,10,8,Retail,CEO,1
889,7,13,Retail,Director,1
239,4,14,SaaS,Coordinator,0
3200,0,9,SaaS,Coordinator,0
3651,0,11,Finance,CEO,1
3764,4,0,Finance,VP,0
4111,8,6,Healthcare,Coordinator,0
3209,8,2,Finance,Director,1
2892,10,10,Retail,Director,1
2290,10,9,Retail,Manager,1
3972,6,15,Manufacturing,Director,1
4728,8,8,Finance,VP,1
4833,9,11,Manufacturing,Coordinator,1
3317,1,1,SaaS,Director,0
1908,1,3,Retail,CEO,0
2661,3,7,SaaS,Director,1
3156,6,2,SaaS,Coordinator,0
2061,1,1,SaaS,CEO,0
3076,9,0,Finance,VP,1
891,7,12,Finance,Coordinator,1
4568,3,6,Healthcare,CEO,1
3594,10,9,Finance,Director,1
1337,6,6,SaaS,Coordinator,0
208,10,3,Finance,Manager,0
1161,0,11,Retail,Coordinator,0
4487,1,10,Finance,Coordinator,0
4074,3,6,Manufacturing,CEO,1
4112,5,11,Manufacturing,Coordinator,0
1139,1,14,Retail,CEO,1
590,9,2,Finance,Coordinator,0
2453,1,3,Retail,Director,0
431,9,10,SaaS,Director,1
2384,4,12,Healthcare,Manager,0
1303,4,2,Manufacturing,Coordinator,0
1987,8,9,Retail,Coordinator,0
474,8,3,Manufacturing,CEO,1
2164,10,0,SaaS,VP,1
3462,4,6,Healthcare,Manager,0
1151,3,10,SaaS,Director,1
4053,1,1,Healthcare,Manager,0
3419,9,2,Manufacturing,CEO,1
1070,4,1,SaaS,Manager,0
4078,8,7,Healthcare,CEO,1
3922,4,7,SaaS,Manager,0
225,3,12,SaaS,Coordinator,0
3959,0,12,Retail,Director,1
3530,6,4,SaaS,CEO,1
976,9,11,Healthcare,Director,1
2820,6,1,Finance,Director,0
763,9,0,Finance,CEO,1
4402,9,1,SaaS,Director,1
475,1,1,Finance,CEO,0
1489,4,1,Healthcare,VP,0
4944,10,7,Healthcare,Director,1
4975,6,15,SaaS,Manager,1
635,4,6,Retail,VP,0
1814,7,9,Healthcare,Coordinator,0
2407,10,7,Manufacturing,VP,1
2622,8,3,SaaS,VP,1
3375,9,15,Healthcare,Manager,1
1677,2,7,Healthcare,Coordinator,0
1736,1,11,Finance,Manager,0
1935,7,14,SaaS,Manager,1
4097,0,8,Healthcare,Coordinator,0
3157,4,2,SaaS,VP,0
3155,7,0,Retail,CEO,0
3647,0,7,Finance,CEO,0
1520,10,13,Manufacturing,Manager,1
2509,0,11,SaaS,Coordinator,0
2764,4,6,SaaS,VP,1
3565,6,1,SaaS,Coordinator,0
3189,10,9,Manufacturing,CEO,1
3482,9,8,Finance,CEO,1
3838,3,4,SaaS,VP,0
2257,1,7,Manufacturing,VP,0
2775,9,12,SaaS,Coordinator,1
2256,5,8,Healthcare,Coordinator,0
111,1,9,Manufacturing,VP,0
2176,2,14,Retail,Manager,0
3613,0,14,SaaS,VP,1
3943,10,6,Retail,Manager,1
4757,1,8,Manufacturing,Coordinator,0
2582,1,14,Finance,VP,1
2272,4,15,Finance,Director,1
1439,2,1,Finance,Manager,0
325,2,14,Manufacturing,VP,1
353,8,7,SaaS,VP,1
2118,0,11,Manufacturing,Manager,0
4929,3,11,SaaS,Manager,0
4162,7,3,Manufacturing,Manager,0
1951,3,10,Manufacturing,VP,1
3417,1,13,Healthcare,Director,1
212,5,11,Healthcare,CEO,1
3079,7,9,Manufacturing,Manager,0
1323,5,1,Healthcare,Director,0
4853,0,3,Manufacturing,Director,0
2574,8,11,Finance,CEO,1
4783,0,4,Retail,Manager,0
643,3,13,Manufacturing,Manager,0
4333,0,15,Manufacturing,Coordinator,0
3622,5,8,Finance,Coordinator,0
2410,3,10,Finance,VP,1
1901,7,10,SaaS,Director,1
3655,6,11,SaaS,VP,1
4601,8,2,Healthcare,CEO,1
4967,3,14,Retail,Director,1
4674,2,7,Retail,Coordinator,0
1141,9,8,Healthcare,VP,1
2581,1,2,Retail,CEO,0
4147,2,15,Finance,Director,1
3729,0,5,SaaS,CEO,0
2167,8,15,SaaS,Director,1
289,6,0,Finance,Manager,0
1094,8,12,Retail,VP,1
1054,6,7,Healthcare,Manager,0
2769,5,3,SaaS,Manager,0
2917,7,13,Retail,CEO,1
2379,7,4,Finance,Coordinator,0
4182,1,4,SaaS,Coordinator,0
4868,5,14,Retail,VP,1
3602,2,8,SaaS,Director,1
2445,7,10,SaaS,Coordinator,0
4250,8,13,Healthcare,VP,1
3156,5,5,Finance,Manager,0
1735,6,8,Manufacturing,Coordinator,0
2585,1,11,Healthcare,Director,1
981,4,8,Retail,CEO,1
1842,2,9,Healthcare,Coordinator,0
879,3,8,Finance,Manager,0
1704,8,5,SaaS,Coordinator,0
335,8,6,SaaS,CEO,1
221,5,6,Healthcare,Coordinator,0
3503,7,4,Retail,VP,1
907,1,14,Retail,CEO,1
2164,1,4,Healthcare,Manager,0
2907,1,7,SaaS,VP,0
1293,8,10,Healthcare,CEO,1
4211,10,2,Healthcare,Manager,0
3560,1,10,Finance,Coordinator,0
301,10,0,Finance,Director,1
4813,6,7,Finance,VP,1
3861,2,15,Finance,CEO,1
2325,2,6,SaaS,Coordinator,0
1764,0,13,SaaS,CEO,1
4578,9,6,Finance,Manager,0
3435,4,12,Manufacturing,Director,1
2866,7,5,Healthcare,Director,1
2403,10,15,Retail,CEO,1
4907,5,15,Healthcare,Manager,1
1803,1,9,Retail,CEO,0
2675,3,13,SaaS,Director,1
3817,5,3,Healthcare,CEO,0
1059,7,15,Manufacturing,CEO,1
1933,0,9,Healthcare,Coordinator,0
1772,6,1,Manufacturing,VP,0
2153,10,10,Retail,CEO,1
3630,6,12,Healthcare,Manager,1
2208,7,7,Healthcare,Manager,0
2537,7,13,Finance,Coordinator,1
1374,8,6,SaaS,Coordinator,0
2710,2,0,SaaS,CEO,0
749,5,11,Manufacturing,Manager,0
413,8,6,Healthcare,Coordinator,0
1635,2,12,Finance,VP,1
1332,5,10,Retail,Director,1
4539,3,0,SaaS,Manager,0
4323,1,12,Retail,Manager,0
1295,4,9,SaaS,Director,1
2035,0,8,SaaS,CEO,0
3292,2,8,SaaS,Manager,0
615,8,13,SaaS,Manager,1
4447,9,4,SaaS,Coordinator,0
3214,3,9,Healthcare,CEO,1
4207,0,9,Healthcare,CEO,0
1670,1,8,Manufacturing,CEO,0
3094,4,13,SaaS,Director,1
3338,8,8,Retail,VP,1
4378,8,7,Retail,Manager,0
4081,6,11,Manufacturing,Manager,0
3714,3,0,Retail,Director,0
3672,5,15,Manufacturing,Manager,1
2554,5,4,SaaS,Manager,0
4604,2,6,Retail,Coordinator,0
2057,1,4,Retail,Coordinator,0
3889,8,7,SaaS,CEO,1
2074,6,9,Healthcare,Director,1
309,5,13,SaaS,VP,1
1723,8,15,Manufacturing,CEO,1
2574,10,7,Healthcare,CEO,1
3966,8,2,SaaS,CEO,1
644,6,4,SaaS,Director,1
4269,1,5,Finance,CEO,0
941,0,13,Retail,Director,1
4307,7,4,Manufacturing,CEO,1
3281,0,9,SaaS,CEO,0
2420,10,8,Manufacturing,VP,1
3054,9,5,Finance,VP,1
4296,10,6,Manufacturing,VP,1
4264,9,8,Retail,CEO,1
1735,5,4,Finance,Coordinator,0
3891,0,10,Retail,Director,0
1241,7,2,SaaS,VP,1
1547,3,3,Manufacturing,CEO,0
2721,1,1,Manufacturing,CEO,0
4879,2,2,Healthcare,Coordinator,0
1861,5,0,Finance,VP,0
2338,6,9,Healthcare,Coordinator,0
3313,4,6,SaaS,Coordinator,0
1258,1,6,Healthcare,Director,0
2163,9,3,Finance,Coordinator,0
4821,10,12,Healthcare,Coordinator,1
4861,9,8,Manufacturing,CEO,1
1724,2,0,Finance,Director,0
758,9,4,Finance,Director,1
3905,0,10,SaaS,Manager,0
1132,8,14,Retail,CEO,1
2689,4,3,Finance,Coordinator,0
3231,6,12,Retail,VP,1
2563,8,10,Manufacturing,Manager,1
4969,3,5,Healthcare,Director,0
3591,8,14,Retail,VP,1
995,8,13,Healthcare,Director,1
217,5,14,Healthcare,CEO,1
1761,9,6,Retail,VP,1
1476,0,6,Retail,VP,0
4319,3,0,Manufacturing,VP,0
2700,1,11,Healthcare,Coordinator,0
116,9,8,SaaS,VP,1
3931,6,1,Healthcare,VP,0
478,9,0,Retail,Coordinator,0
3733,7,5,Retail,Coordinator,0
861,0,11,SaaS,Coordinator,0
1264,2,4,SaaS,CEO,0
988,0,14,SaaS,VP,1
808,8,8,Finance,Coordinator,0
146,5,10,Finance,Coordinator,0
3010,8,0,Retail,CEO,1
513,1,6,Manufacturing,Director,0
2194,1,5,Retail,Manager,0
2267,9,6,Manufacturing,CEO,1
1426,10,0,Healthcare,VP,1
4602,5,3,Healthcare,CEO,1
4664,1,14,SaaS,Manager,0
751,2,2,Finance,VP,0
4852,10,0,Finance,Manager,0
1791,10,11,Retail,Manager,1
2031,4,6,Finance,VP,1
446,6,9,Finance,VP,1
1160,9,10,Retail,Director,1
1552,4,6,Finance,VP,1
2134,7,8,SaaS,CEO,1
2919,9,11,Healthcare,Coordinator,1
3693,10,5,SaaS,Coordinator,0
3169,2,6,Retail,VP,0
2374,3,10,Manufacturing,Coordinator,0
2213,1,6,Healthcare,Director,0
3841,4,1,SaaS,Coordinator,0
1537,7,4,Retail,Coordinator,0
2655,5,12,Manufacturing,Manager,0
2650,1,11,SaaS,Director,1
3462,7,10,Healthcare,Manager,0
1542,5,9,Finance,CEO,1
4489,2,0,Retail,Coordinator,0
3749,9,13,Retail,CEO,1
2005,4,11,Manufacturing,VP,1
3963,10,12,Healthcare,Manager,1
1929,8,3,Retail,CEO,1
2216,9,12,Manufacturing,Manager,1
1353,8,5,Healthcare,Coordinator,0
4303,3,4,Finance,VP,0
450,1,9,Finance,VP,0
3767,6,5,Retail,Manager,0
1218,3,5,Healthcare,VP,0
668,2,7,Finance,CEO,0
748,3,4,Manufacturing,VP,0
50,7,5,Healthcare,Manager,0
3866,8,12,Finance,CEO,1
3092,7,7,SaaS,CEO,1
1062,5,4,Retail,VP,0
2329,10,13,Manufacturing,CEO,1
4385,1,11,Retail,Coordinator,0
230,3,5,Finance,VP,0
2977,5,0,Manufacturing,Coordinator,0
3271,1,7,Finance,CEO,0
1549,0,6,Healthcare,CEO,0
770,5,12,Finance,CEO,1
1244,4,9,Retail,CEO,1
295,4,13,Finance,Director,1
3272,10,3,Retail,Manager,0
2846,10,3,Retail,Manager,0
1327,5,4,Manufacturing,Coordinator,0
3155,10,14,SaaS,CEO,1
3300,6,1,Healthcare,CEO,0
2128,10,3,Manufacturing,CEO,1
4122,5,15,Healthcare,Coordinator,1
2998,1,5,Retail,Coordinator,0
3151,10,2,Finance,Manager,0
2771,9,8,Finance,Coordinator,1
3737,6,1,Retail,VP,0
336,1,15,Retail,VP,1
420,9,11,Healthcare,CEO,1
2774,10,9,SaaS,Coordinator,1
2199,2,9,Healthcare,CEO,1
153,7,10,Healthcare,Manager,0
4890,1,11,SaaS,Coordinator,0
3255,3,5,SaaS,Coordinator,0
784,2,4,Retail,CEO,0
2260,5,14,Manufacturing,Director,1
4298,9,14,SaaS,Manager,1
2685,5,1,Finance,Coordinator,0
838,6,2,Healthcare,VP,0
3471,6,0,Finance,VP,0
659,6,3,Finance,Coordinator,0
2147,4,7,SaaS,VP,1
4706,7,6,Retail,VP,1
1531,4,1,Manufacturing,CEO,0
1494,10,9,Healthcare,Manager,1
3345,3,0,Retail,Director,0
2260,4,14,Manufacturing,VP,1
805,3,7,SaaS,VP,0
1820,1,9,Manufacturing,CEO,0
4826,6,10,Manufacturing,CEO,1
3906,8,0,Healthcare,VP,1
2628,5,14,Finance,CEO,1
4097,3,5,Retail,VP,0
3310,0,2,Retail,Coordinator,0
